DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
74081914.0,Jorge David Rodríguez Torres,1996-08-06,F,CAS SAN ISIDRO,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
60446853.0,Juan Natalia Pérez García,2023-07-05,M,cas. san juan de chorrillos,"fiebre, dolor de garganta",Gripe,Cutervo
25157245.0,María Carolina Mendoza Ramírez,1993-04-11,M,OTRO. CONGA NRO. PUERTA SN PISO.01,"sibilancias, dificultad para respirar",Asma,Cutervo
93294230.0,Jorge Gloria Silva López,1959-10-08,F,EL CUMBE,"cansancio, micción frecuente",Diabetes,Cutervo
54659493.0,Carmen David Martínez Flores,2017-07-25,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Cutervo
56439344.0,Fernando Eduardo López González,2013-04-22,M,CALLAYUC,"cansancio, micción frecuente",Diabetes,Cutervo
30183524.0,Jesús Carolina Cruz Mendoza,1989-11-10,M,OTRO. CAMINO A LA LIBERTAD NRO. PUERTA SN PISO.01,"dolor de cabeza, mareos",Hipertensión,Cutervo
45263695.0,Marta David Vargas Gutiérrez,1957-06-01,F,CALLAYUC,"fiebre, dificultad para respirar",COVID-19,Cutervo
70866297.0,Miguel Olga Vargas Martínez,2014-05-01,F,PERLAMAYO,"sed excesiva, micción frecuente, cansancio",Diabetes,Cutervo
10964642.0,Fernando Laura Gutiérrez Rodríguez,1998-12-10,F,SAN JOSE DE LIRIO,"dolor de cabeza, sensibilidad a la luz",Diabetes,Cutervo
71188726.0,Yolanda Raúl Paredes Sánchez,1992-10-20,M,OTRO SECTOR CORRALPAMPA SN   PISO 01,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
15744879.0,Jesús Claudia Vargas Herrera,1983-06-10,F,SAN JUAN BAUTISTA,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Cutervo
48682431.0,Patricia Isabel García Herrera,1994-02-20,M,SAN JOSE,"picazón, estornudos",Alergia,Cutervo
76270811.0,Jesús Andrés Flores Delgado,2013-06-09,F,CALLE. CALLAYUC NRO. PUERTA SN PISO.02,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
13100444.0,Yolanda Alberto Rodríguez García,1994-06-03,F,CALLAYUC,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
26830655.0,Fernando Alberto Pérez Mendoza,1995-06-08,M,CALLAYUC,dolor de cabeza,Asma,Cutervo
53985556.0,Pedro Natalia Castillo Rojas,1961-12-27,M,EL CUMBE,dolor de cabeza,Asma,Cutervo
44986612.0,José Roberto Sánchez Ramírez,1993-01-24,M,OTRO SAN JUAN BAUTISTA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
10167844.0,Patricia Roberto Castillo García,1984-08-10,M,FILADELFIA,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
78511950.0,María Gloria Delgado Flores,1988-06-07,F,CLL. SN SN   PISO 01,"pérdida de olfato, tos seca",COVID-19,Cutervo
42328902.0,Ana Eduardo Gutiérrez González,2015-08-03,F,CASERIO YAPANA,"dificultad para respirar, tos seca",COVID-19,Cutervo
86349428.0,Juan Carolina López Vargas,2006-03-15,F,CHURAZ,"ojos llorosos, estornudos",Alergia,Cutervo
81502815.0,Pedro Sara Gutiérrez Castillo,1995-09-03,M,SECTOR EL CAMPO,"dolor de cabeza, náuseas",Migraña,Cutervo
25788851.0,Verónica Luisa Rodríguez Torres,2006-07-23,M,SAN JUAN DE CHORRILLOS,"visión borrosa, dolor de cabeza",Hipertensión,Cutervo
87739015.0,Carmen Olga Flores Silva,1939-04-16,M,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
69892007.0,Marta Roberto Cruz Pérez,2017-01-06,F,OTRO CHURAZ NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"estornudos, ojos llorosos",Alergia,Cutervo
77353079.0,Patricia Claudia Gutiérrez Paredes,1943-10-15,M,CASERIO YAPANA,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
14766187.0,Carlos Andrés Flores Silva,1979-07-26,F,OTRO SAN JUAN DE CHORRRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,Migraña,Cutervo
45283326.0,Yolanda Gloria Rojas Castillo,2009-09-08,F,CALLAYUC,"pérdida de olfato, tos seca, fiebre",COVID-19,Cutervo
32638503.0,María Pablo Delgado Martínez,1972-03-19,F,CASERIO EL CUMBE,"sibilancias, opresión en el pecho",Asma,Cutervo
21391122.0,Luis Alberto Rojas González,1976-12-17,F,CALLAYUC,"fiebre, dolor de garganta, congestión nasal",Gripe,Cutervo
51237048.0,Marta Isabel García Ramírez,1996-09-26,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
69462453.0,Fernando Diego Paredes Delgado,2021-01-22,M,CASERIO VISTA ALEGRE,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
72531155.0,Jesús Diego López Silva,1981-07-11,F,OTRO. SAN FRANCISCO NRO. PUERTA SN PISO.01,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
16158909.0,María Roberto Herrera Martínez,2007-12-06,F,BATANCILLO,"dolor abdominal, náuseas",Gastritis,Cutervo
19319693.0,Pedro Carolina Vargas Ramírez,1968-06-18,F,CASERIO SAN ISIDRO,"fiebre, dolor de garganta, congestión nasal",Gripe,Cutervo
32244244.0,Luis Carolina Vargas López,1989-07-01,M,CASERIO VILUCO,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
67883971.0,Ángel Isabel Martínez García,2014-01-27,F,CASERIO NUEVO PIURITA,"fiebre, tos seca, pérdida de olfato",COVID-19,Cutervo
61441249.0,Pedro Alberto Mendoza Martínez,2016-09-18,F,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
85249357.0,Sandra David García Delgado,2019-06-19,M,OTRO. LA CONGA NRO. PUERTA SN PISO.01,pérdida de olfato,Migraña,Cutervo
32149937.0,Carmen Pablo Cruz Sánchez,1994-12-30,F,OTRO. PROLONGACION SAENZ PEÑA NRO. PUERTA SN PISO.01,"náuseas, dolor de cabeza",Migraña,Cutervo
95863750.0,Lucía Claudia Mendoza Castillo,1965-12-17,F,SAN JUAN DE CHORRILLOS,"mareos, dolor de cabeza",Hipertensión,Cutervo
41343801.0,Ana Natalia Ramírez Delgado,2006-08-01,M,CUCHEA,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
95952564.0,José Alberto Delgado Sánchez,1991-12-27,F,CHONTAS,"pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
16050231.0,Marta Roberto López Delgado,1976-07-21,M,SANTA ROSA,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
83871997.0,Yolanda Sara Rodríguez Torres,1973-06-22,F,CRR. CALLAYUC YAPANA SN   PISO 01,,,Cutervo
17546604.0,Carmen Héctor Rojas Martínez,1995-06-04,F,OTRO BATANCILLO NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
57656783.0,Patricia Claudia Rojas Torres,2014-08-11,M,OTRO CHORRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,Alergia,Cutervo
83348187.0,Juan Olga Pérez Herrera,2017-05-27,M,,picazón,COVID-19,Cutervo
34334236.0,Carlos Marco Mendoza Rodríguez,2002-10-09,M,CHORRILLOS,,Asma,Cutervo
42174879.0,Luis Laura Silva González,2009-02-19,M,CASERIO LA LLANGUA,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
14826691.0,Yolanda Sara Vargas Cruz,1998-02-09,M,CASERIO SANTA RITA,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
88920768.0,Carmen Héctor Herrera Rojas,1994-11-03,M,OTRO. LAGUNAS NRO. PUERTA SN PISO.01,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
98776051.0,Fernando David Rodríguez Martínez,2003-08-21,M,YAPANA,"náuseas, dolor abdominal",Gastritis,Cutervo
49958358.0,Jorge Diego Martínez Herrera,2004-04-14,M,CASERIO UNION SAN JOSE,fiebre,Gripe,Cutervo
70498993.0,Jesús Olga Rodríguez Mendoza,1998-12-13,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,,Alergia,Cutervo
43880718.0,Rosa Mónica López Martínez,2020-11-10,F,CENTRO POBLADO CUMBE,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
18711252.0,Patricia Claudia Paredes Vargas,1954-02-18,F,OTRO CAMINO A CALLAYUC SN   PISO 01,"estornudos, ojos llorosos",Hipertensión,Cutervo
21225366.0,Fernando Pablo Herrera Ramírez,2009-10-22,F,SAN ISIDRO,"fiebre, congestión nasal",Gripe,Cutervo
96923632.0,Jesús Raúl Paredes Sánchez,1994-09-15,F,SAN JUAN DE CHORRILLOS,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
24901722.0,Miguel Luisa Gutiérrez Ramírez,1963-03-28,M,VISTA ALEGRE EL CUMBE,"mareos, visión borrosa",Hipertensión,Cutervo
70892501.0,Jesús Mónica Pérez López,2010-10-30,F,SAN JOSE,"fiebre, dolor de garganta, congestión nasal",Gripe,Cutervo
37179835.0,Juan Alberto Paredes Cruz,2002-05-18,F,C.P.EL CUMBE,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
38037748.0,Yolanda Pablo Silva Pérez,2011-11-14,M,QUEROMARCA,dolor abdominal,Migraña,Cutervo
53215754.0,Ana Gloria Pérez Vargas,1961-09-02,M,OTRO. FRENTE A LA CARRETERA NRO. PUERTA SN PISO.02,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
32378246.0,Carlos Marco Herrera Rojas,2003-01-29,F,CASERIO CHONTAS ALTAS,dificultad para respirar,Gastritis,Cutervo
52206915.0,Juan Roberto Delgado González,1996-03-30,F,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,"dolor abdominal, náuseas",Gastritis,Cutervo
87556844.0,Luis Laura Delgado Gutiérrez,1973-07-15,F,EL CUMBE,,,Cutervo
70543304.0,Ángel Alberto Herrera Cruz,1989-04-05,M,CP.EL CUMBE,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
76784921.0,Ángel Gloria Castillo García,1948-09-23,M,FILADELFIA,fiebre,,Cutervo
30542030.0,Rosa Marco Torres Pérez,1982-05-19,M,JR COMERCIO SN,"dificultad para respirar, opresión en el pecho",Asma,Cutervo
23606252.0,Ángel Marco Torres Rodríguez,2011-03-30,M,EL CUMBE,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
99805511.0,José Natalia Rojas Paredes,1963-03-28,M,VISTA ALEGRE EL CUMBE,"mareos, visión borrosa",Hipertensión,Cutervo
39182150.0,Jorge Olga Flores Paredes,2021-12-01,F,VISTA ALEGRE,"cansancio, sed excesiva",Diabetes,Cutervo
69437303.0,Lucía Andrés Silva Gutiérrez,1978-08-02,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Migraña,Cutervo
10924760.0,Jorge Claudia Rojas Cruz,1968-03-28,F,DISTRITO CALLAYUC,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
61176852.0,Miguel Natalia Sánchez Martínez,1953-07-20,M,05SAN ANTONIO DE VILUCO,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
50252088.0,Marta Laura Vargas Martínez,1973-06-21,F,,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
85531651.0,Pedro Laura Torres González,1981-06-01,M,OTRO. SANTA RITA NRO. PUERTA SN PISO.01,,,Cutervo
51136190.0,Carmen López Herrera,2006-12-08,F,SAN JOSE DE LIRIO,"picazón, ojos llorosos",Alergia,Cutervo
19400141.0,Fernando David González Flores,1971-02-25,M,CASERIO CUCHEA,"dolor abdominal, acidez estomacal",Migraña,Cutervo
83762037.0,Lucía Luisa Ramírez Paredes,2013-12-30,F,SAN ISIDRO,"sensibilidad a la luz, dolor de cabeza",COVID-19,Cutervo
27421771.0,Lucía Olga Rojas Martínez,1994-05-19,M,OTRO. QUEROMARCA NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal, fiebre",Gripe,Cutervo
98588959.0,Jesús Luisa Martínez Delgado,1996-12-15,M,EL CUMBE,náuseas,COVID-19,Cutervo
39895499.0,Patricia Laura Cruz Rojas,2009-12-17,F,EL SALLOC,"dolor de garganta, congestión nasal, fiebre",Gripe,Cutervo
33433932.0,María Eduardo Gutiérrez Cruz,2022-08-18,M,CASERIO  CUCHEA NOGAL,"náuseas, acidez estomacal",Gastritis,Cutervo
85530603.0,Pedro Sara Paredes Rojas,2014-12-25,F,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"estornudos, picazón",Alergia,Cutervo
99071424.0,Fernando Olga González Pérez,2007-11-23,F,CASERIO LLANGUA,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
63213433.0,Yolanda Mónica Vargas Ramírez,2015-04-30,F,CASERIO CHONTAS ALTAS,"náuseas, acidez estomacal",Gastritis,Cutervo
54132390.0,Verónica Natalia Rojas Ramírez,1975-12-08,M,SAN JUAN BAUTISTA,,Gastritis,Cutervo
95494228.0,Carlos Andrés Delgado González,1990-05-14,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,"tos, congestión nasal",COVID-19,Cutervo
92240410.0,Jorge David Sánchez Rodríguez,2021-04-07,M,,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
67938397.0,Pedro López Cruz,2007-12-16,F,EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
27453447.0,Marta Andrés Castillo García,1975-07-05,F,SAN JOSE,"mareos, visión borrosa",Hipertensión,Cutervo
54294443.0,Marta Raúl Gutiérrez Silva,2017-02-19,F,OTRO SAN JOSE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, tos seca, dificultad para respirar",COVID-19,Cutervo
62775959.0,Luis Alberto Torres González,1983-11-15,M,CHONTAS ALTAS,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
87484878.0,Jorge Mónica Vargas Torres,2002-06-28,M,CALLE COMERCIO NRO.sn BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sed excesiva, cansancio",Diabetes,Cutervo
56190816.0,Jesús Luisa García Flores,1995-02-01,M,CASERIO SAN JOSE,"picazón, estornudos",Alergia,Cutervo
70472652.0,María Andrés Cruz Delgado,1986-06-30,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,fiebre,,Cutervo
46301842.0,Lucía Olga Paredes Ramírez,1964-07-01,F,VILUCO,"acidez estomacal, náuseas",Gastritis,Cutervo
20923745.0,Fernando Rojas García,1981-04-20,M,EL CUMBE,"tos, fiebre, dolor de garganta",Gripe,Cutervo
23797825.0,Marta Claudia Torres Gutiérrez,2014-11-22,M,CASERIO CHONTAS ALTAS,"dolor abdominal, náuseas",Gripe,Cutervo
42308269.0,Jesús Laura Sánchez García,2007-03-28,F,CALLE COMERCIO S/N,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
29202305.0,Verónica Diego Flores Rojas,2005-01-01,M,CASERIO SALLEF,fiebre,,Cutervo
39439283.0,Jorge David Torres Vargas,1999-09-17,M,CASERIO CHONTAS BAJAS,"sed excesiva, micción frecuente",Asma,Cutervo
36753287.0,Sandra Marco Ramírez Gutiérrez,2022-05-07,F,CAS. EL LIMON,"fiebre, tos",Gripe,Cutervo
46389113.0,Yolanda David Pérez Torres,1996-09-28,F,SAN JOSE DE LIRIO,"fiebre, tos, congestión nasal",Gripe,Cutervo
12288850.0,Ana Sara Cruz González,1983-11-10,M,CASERIO CHONTAS BAJAS,"sibilancias, dificultad para respirar",Alergia,Cutervo
38290310.0,Rosa Isabel Martínez Gutiérrez,2001-02-01,M,SANTA FE,"visión borrosa, mareos",Hipertensión,Cutervo
42345474.0,Fernando Claudia Pérez Vargas,2019-10-03,M,OTRO PARTE BAJA DEL CASERIO  NRO: SN PISO: 02,tos,,Cutervo
48735356.0,Carlos Luisa Cruz Flores,2004-02-29,M,CHURAZ,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
36269808.0,Rosa Carolina Pérez Silva,2006-09-10,F,CP.EL PORVENIR,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
15618888.0,Luis Olga Martínez Cruz,1996-05-01,M,CUCHEA,micción frecuente,Diabetes,Cutervo
58017601.0,Ana Alberto Torres Silva,1991-12-03,M,,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Cutervo
62596542.0,Carlos Andrés Silva Rodríguez,1996-06-10,F,OTRO. EL LIMON NRO. PUERTA SN PISO.01,"dificultad para respirar, pérdida de olfato, tos seca",COVID-19,Cutervo
62002981.0,Yolanda Sara Flores Paredes,1976-03-08,F,EL CUMBE,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
51271417.0,Jesús Roberto Ramírez Mendoza,2002-01-20,M,EL CUMBE,,,Cutervo
20465838.0,Juan Eduardo Rojas Cruz,2004-11-12,M,CASERIO CHONTAS,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
90261048.0,Carmen Marco Herrera Paredes,1967-05-07,M,OTRO CAMINO A LA ANTENA CLARO SN   PISO 01,dolor de cabeza,Gripe,Cutervo
50947337.0,Ángel Raúl López Paredes,2006-07-29,M,FILADELFIA,"tos, fiebre, congestión nasal",Gripe,Cutervo
40526492.0,Juan Marco González García,2018-02-23,M,OTRO. SAN ANTONIO DE VILUCO NRO. PUERTA SN PISO.01,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Cutervo
30465525.0,Sandra Natalia Delgado Mendoza,1982-04-01,M,SAN ISIDRO,"dolor de cabeza, náuseas",Alergia,Cutervo
36769200.0,Yolanda Mónica Vargas Martínez,1974-06-05,M,OTRO CAMINO A LA LLANGUA SN   PISO 01,tos,,Cutervo
61737550.0,Juan Gloria Rodríguez Herrera,1960-07-01,F,CALLAYUC,fiebre,,Cutervo
59007578.0,Pedro Rojas Ramírez,1976-08-14,M,SAN ISIDRO,tos,,Cutervo
77458930.0,Verónica Roberto Martínez Flores,2003-09-24,F,AV. PUEBLO NUEVO NRO. PUERTA SN PISO.01,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Cutervo
72522018.0,Yolanda Olga Ramírez Castillo,1934-03-09,M,CHURAZ,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
55050584.0,Marta Eduardo García González,2001-02-03,F,VILUCO,"fiebre, tos, congestión nasal",Gripe,Cutervo
20081392.0,Luis Pablo García Ramírez,1988-04-15,F,OTRO. CAMINO A SAN JOSE DE LIRI NRO. PUERTA SN PISO.01,"sed excesiva, micción frecuente",Diabetes,Cutervo
38920550.0,Rosa Andrés Rojas Castillo,2018-11-05,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
79282764.0,María Gloria Vargas Delgado,1959-07-07,M,VILUCO,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
88986725.0,Jorge Roberto Sánchez Torres,2018-07-13,F,OTRO. SAN JOSE NRO. PUERTA SN PISO.02,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
53012671.0,Pedro Eduardo Torres Mendoza,1961-12-29,M,LA LIBERTAD,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
51070953.0,Jorge Héctor Rojas Mendoza,1993-07-02,F,UNION DE SAN JOSE,"congestión nasal, tos",Gripe,Cutervo
22771473.0,Jorge Claudia Rodríguez Herrera,1987-04-20,M,OTRO CAMINO A VILUCO SN   PISO 01,"sensibilidad a la luz, náuseas",Migraña,Cutervo
43344316.0,Lucía David González Gutiérrez,1950-05-13,F,CP.EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
65084424.0,Fernando Mónica Silva Pérez,2013-09-09,F,CASERIO CHURAZ,"congestión nasal, tos",Gripe,Cutervo
76824716.0,Lucía Sara López Torres,2002-03-08,F,OTRO BATANCILLO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Cutervo
60988313.0,Miguel Flores Rodríguez,1982-10-02,F,VISTA ALEGRE,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
49143671.0,María Eduardo Mendoza Cruz,2013-04-20,M,CALLAYUC,pérdida de olfato,Asma,Cutervo
64081454.0,Jesús Martínez Flores,1992-12-15,F,VISTA ALEGRE,"dolor abdominal, acidez estomacal",Hipertensión,Cutervo
44738043.0,Verónica Luisa Castillo García,1985-05-16,F,SANTA FE,fiebre,,Cutervo
85237763.0,Carlos Carolina Herrera Ramírez,1986-12-08,F,OTRO. EL SALLOF NRO. PUERTA SN PISO.1,sensibilidad a la luz,Diabetes,Cutervo
29460906.0,Lucía Olga Flores Cruz,1999-10-21,M,SAN JUAN DE CHORRILLOS,"náuseas, dolor de cabeza",Migraña,Cutervo
21760217.0,Patricia Raúl Mendoza Cruz,2019-06-27,M,OTRO. SANTA ROSA NRO. PUERTA SN PISO.01,congestión nasal,Hipertensión,Cutervo
19774220.0,Luis Olga Silva Gutiérrez,1999-02-27,F,Calle comercio s/n,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
33702561.0,Fernando Mónica Vargas Pérez,2006-12-29,M,C.P.EL CUMBE,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
62508161.0,Ana Carolina Rojas Vargas,1937-07-22,M,SAN ISIDRO,"náuseas, dolor de cabeza",Migraña,Cutervo
73223043.0,Carmen Sara Sánchez Paredes,2012-02-25,F,OTRO. YAPANA NRO. PUERTA SN PISO.01,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Cutervo
96033819.0,Ángel Andrés Sánchez Torres,1937-08-01,M,,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
57739733.0,Verónica Luisa Sánchez Martínez,1986-12-08,F,OTRO. EL SALLOF NRO. PUERTA SN PISO.1,sensibilidad a la luz,Diabetes,Cutervo
49184800.0,Pedro Eduardo Sánchez Torres,1979-06-19,M,EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
69451974.0,Fernando David Sánchez Paredes,1998-05-28,F,EL CUMBE,micción frecuente,Alergia,Cutervo
78798659.0,Juan Sara Silva López,1982-03-12,F,OTRO CALLAYUC NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"sibilancias, opresión en el pecho",Asma,Cutervo
64981153.0,Fernando David Rodríguez Rojas,2008-02-02,F,CALLAYUC,"mareos, visión borrosa",Gastritis,Cutervo
53851380.0,Ángel Andrés Cruz Sánchez,1947-05-04,M,CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
39260786.0,Verónica Sara Paredes García,1981-09-02,M,OTRO. LA LIBERTAD NRO. PUERTA SN PISO.01,"picazón, ojos llorosos",Alergia,Cutervo
87587241.0,Jesús Marco Herrera Rodríguez,1992-07-06,M,C.P.EL CUMBE,picazón,Migraña,Cutervo
86003630.0,Sandra David Paredes Pérez,2008-12-02,M,CHURAZ,"náuseas, dolor abdominal",Gastritis,Cutervo
34418338.0,Fernando Marco García Martínez,2022-08-16,F,CUMBE,"ojos llorosos, picazón, estornudos",Alergia,Cutervo
44896184.0,Sandra Roberto Castillo Vargas,1951-06-22,M,OTRO PAMPA EL CHINE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
16313691.0,Rosa Sánchez Vargas,2011-01-12,F,chgorrillos,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
37739423.0,José Olga Vargas González,2003-04-30,M,CASERIO SAN JOSE DE LIRIO,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
39768611.0,Verónica Olga Mendoza Delgado,2010-05-13,F,VILUCO,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
99579797.0,Rosa Héctor Delgado Silva,1982-07-03,F,CALLAYUC,fiebre,,Cutervo
85276186.0,Rosa Roberto Paredes Rojas,2013-06-01,F,CASERIO BATANCILLO,"cansancio, micción frecuente",Diabetes,Cutervo
35762644.0,Jorge Carolina Martínez Paredes,1931-09-04,M,CASERIO SANTA ROSA DE QUEROMARCA,,,Cutervo
56609410.0,Jesús Sara Castillo Sánchez,2005-05-01,M,05CUMBE,,Gripe,Cutervo
63651435.0,Jesús Gloria Paredes López,1963-04-26,M,OTRO. COSTADO CHIRIMAYO NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
15228120.0,Verónica Sánchez Ramírez,1998-05-11,F,OTRO MATARA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"náuseas, acidez estomacal",Gastritis,Cutervo
83882108.0,Marta Isabel Martínez Silva,1990-09-12,M,OTRO. COSTADO DE INSTITUCION ED NRO. PUERTA SN PISO.01,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
45524972.0,Rosa López Gutiérrez,1998-06-06,M,CASERIO UNION SAN JOSE,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
55338911.0,Fernando Alberto Vargas Martínez,2002-06-05,F,cas. chontas,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
